entityType,nationality,dataSource,listType,firstName,lastName,party,constituency,URI
Individual,UK,http://www.theyworkforyou.com,PEP,Oliver,Colvile,Conservative,"Plymouth, Sutton and Devonport",http://www.theyworkforyou.com/mp/24898/oliver_colvile/plymouth%2C_sutton_and_devonport
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Connarty,Labour,Linlithgow and East Falkirk,http://www.theyworkforyou.com/mp/10128/michael_connarty/linlithgow_and_east_falkirk
Individual,UK,http://www.theyworkforyou.com,PEP,Rosie,Cooper,Labour,West Lancashire,http://www.theyworkforyou.com/mp/11667/rosie_cooper/west_lancashire
Individual,UK,http://www.theyworkforyou.com,PEP,Yvette,Cooper,Labour,"Normanton, Pontefract and Castleford",http://www.theyworkforyou.com/mp/10131/yvette_cooper/normanton%2C_pontefract_and_castleford
Individual,UK,http://www.theyworkforyou.com,PEP,Jeremy,Corbyn,Labour,Islington North,http://www.theyworkforyou.com/mp/10133/jeremy_corbyn/islington_north
Individual,UK,http://www.theyworkforyou.com,PEP,Geoffrey,Cox,Conservative,Torridge and West Devon,http://www.theyworkforyou.com/mp/11541/geoffrey_cox/torridge_and_west_devon
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Crabb,Conservative,Preseli Pembrokeshire,http://www.theyworkforyou.com/mp/11768/stephen_crabb/preseli_pembrokeshire
Individual,UK,http://www.theyworkforyou.com,PEP,David,Crausby,Labour,Bolton North East,http://www.theyworkforyou.com/mp/10141/david_crausby/bolton_north_east
Individual,UK,http://www.theyworkforyou.com,PEP,Mary,Creagh,Labour,Wakefield,http://www.theyworkforyou.com/mp/11898/mary_creagh/wakefield
Individual,UK,http://www.theyworkforyou.com,PEP,Stella,Creasy,Labour,Walthamstow,http://www.theyworkforyou.com/mp/24949/stella_creasy/walthamstow
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Crockart,Liberal Democrat,Edinburgh West,http://www.theyworkforyou.com/mp/24794/michael_crockart/edinburgh_west
Individual,UK,http://www.theyworkforyou.com,PEP,Tracey,Crouch,Conservative,Chatham and Aylesford,http://www.theyworkforyou.com/mp/24871/tracey_crouch/chatham_and_aylesford
Individual,UK,http://www.theyworkforyou.com,PEP,Jon,Cruddas,Labour,Dagenham and Rainham,http://www.theyworkforyou.com/mp/10828/jon_cruddas/dagenham_and_rainham
Individual,UK,http://www.theyworkforyou.com,PEP,John,Cryer,Labour,Leyton and Wanstead,http://www.theyworkforyou.com/mp/10143/john_cryer/leyton_and_wanstead
Individual,UK,http://www.theyworkforyou.com,PEP,Alex,Cunningham,Labour,Stockton North,http://www.theyworkforyou.com/mp/24742/alex_cunningham/stockton_north
Individual,UK,http://www.theyworkforyou.com,PEP,Jim,Cunningham,Labour,Coventry South,http://www.theyworkforyou.com/mp/10147/jim_cunningham/coventry_south
Individual,UK,http://www.theyworkforyou.com,PEP,Tony,Cunningham,Labour,Workington,http://www.theyworkforyou.com/mp/10834/tony_cunningham/workington
Individual,UK,http://www.theyworkforyou.com,PEP,Margaret,Curran,Labour,Glasgow East,http://www.theyworkforyou.com/mp/24734/margaret_curran/glasgow_east
Individual,UK,http://www.theyworkforyou.com,PEP,Nicholas,Dakin,Labour,Scunthorpe,http://www.theyworkforyou.com/mp/24798/nicholas_dakin/scunthorpe
Individual,UK,http://www.theyworkforyou.com,PEP,Simon,Danczuk,Labour,Rochdale,http://www.theyworkforyou.com/mp/24808/simon_danczuk/rochdale
Individual,UK,http://www.theyworkforyou.com,PEP,Alistair,Darling,Labour,Edinburgh South West,http://www.theyworkforyou.com/mp/10153/alistair_darling/edinburgh_south_west
Individual,UK,http://www.theyworkforyou.com,PEP,Edward,Davey,Liberal Democrat,Kingston and Surbiton,http://www.theyworkforyou.com/mp/10155/edward_davey/kingston_and_surbiton
Individual,UK,http://www.theyworkforyou.com,PEP,Wayne,David,Labour,Caerphilly,http://www.theyworkforyou.com/mp/10842/wayne_david/caerphilly
Individual,UK,http://www.theyworkforyou.com,PEP,Ian,Davidson,Labour,Glasgow South West,http://www.theyworkforyou.com/mp/10157/ian_davidson/glasgow_south_west
Individual,UK,http://www.theyworkforyou.com,PEP,David,Davies,Conservative,Monmouth,http://www.theyworkforyou.com/mp/11719/david_davies/monmouth
Individual,UK,http://www.theyworkforyou.com,PEP,Geraint,Davies,Labour,Swansea West,http://www.theyworkforyou.com/mp/10159/geraint_davies/swansea_west
Individual,UK,http://www.theyworkforyou.com,PEP,Glyn,Davies,Conservative,Montgomeryshire,http://www.theyworkforyou.com/mp/24739/glyn_davies/montgomeryshire
Individual,UK,http://www.theyworkforyou.com,PEP,Philip,Davies,Conservative,Shipley,http://www.theyworkforyou.com/mp/11816/philip_davies/shipley
Individual,UK,http://www.theyworkforyou.com,PEP,David,Davis,Conservative,Haltemprice and Howden,http://www.theyworkforyou.com/mp/10162/david_davis/haltemprice_and_howden
Individual,UK,http://www.theyworkforyou.com,PEP,Nick,de Bois,Conservative,Enfield North,http://www.theyworkforyou.com/mp/24859/nick_de_bois/enfield_north
Individual,UK,http://www.theyworkforyou.com,PEP,Gloria,De Piero,Labour,Ashfield,http://www.theyworkforyou.com/mp/24811/gloria_de_piero/ashfield
Individual,UK,http://www.theyworkforyou.com,PEP,John,Denham,Labour,"Southampton, Itchen",http://www.theyworkforyou.com/mp/10167/john_denham/southampton%2C_itchen
Individual,UK,http://www.theyworkforyou.com,PEP,Caroline,Dinenage,Conservative,Gosport,http://www.theyworkforyou.com/mp/24873/caroline_dinenage/gosport
Individual,UK,http://www.theyworkforyou.com,PEP,Jonathan,Djanogly,Conservative,Huntingdon,http://www.theyworkforyou.com/mp/10854/jonathan_djanogly/huntingdon
Individual,UK,http://www.theyworkforyou.com,PEP,Frank,Dobson,Labour,Holborn and St Pancras,http://www.theyworkforyou.com/mp/10171/frank_dobson/holborn_and_st_pancras
Individual,UK,http://www.theyworkforyou.com,PEP,Thomas,Docherty,Labour,Dunfermline and West Fife,http://www.theyworkforyou.com/mp/24730/thomas_docherty/dunfermline_and_west_fife
Individual,UK,http://www.theyworkforyou.com,PEP,Nigel,Dodds,DUP,Belfast North,http://www.theyworkforyou.com/mp/10857/nigel_dodds/belfast_north
Individual,UK,http://www.theyworkforyou.com,PEP,Pat,Doherty,Sinn Fein,West Tyrone,http://www.theyworkforyou.com/mp/10858/pat_doherty/west_tyrone
Individual,UK,http://www.theyworkforyou.com,PEP,Jeffrey M,Donaldson,DUP,Lagan Valley,http://www.theyworkforyou.com/mp/10172/jeffrey_m_donaldson/lagan_valley
Individual,UK,http://www.theyworkforyou.com,PEP,Brian H,Donohoe,Labour,Central Ayrshire,http://www.theyworkforyou.com/mp/10173/brian_h_donohoe/central_ayrshire
Individual,UK,http://www.theyworkforyou.com,PEP,Frank,Doran,Labour,Aberdeen North,http://www.theyworkforyou.com/mp/10174/frank_doran/aberdeen_north
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Dorrell,Conservative,Charnwood,http://www.theyworkforyou.com/mp/10175/stephen_dorrell/charnwood
Individual,UK,http://www.theyworkforyou.com,PEP,Nadine,Dorries,Conservative,Mid Bedfordshire,http://www.theyworkforyou.com/mp/11397/nadine_dorries/mid_bedfordshire
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Doughty,Labour,Cardiff South and Penarth,http://www.theyworkforyou.com/mp/25166/stephen_doughty/cardiff_south_and_penarth
Individual,UK,http://www.theyworkforyou.com,PEP,Jim,Dowd,Labour,Lewisham West and Penge,http://www.theyworkforyou.com/mp/10176/jim_dowd/lewisham_west_and_penge
Individual,UK,http://www.theyworkforyou.com,PEP,Gemma,Doyle,Labour,West Dunbartonshire,http://www.theyworkforyou.com/mp/24918/gemma_doyle/west_dunbartonshire
Individual,UK,http://www.theyworkforyou.com,PEP,Jackie,Doyle-Price,Conservative,Thurrock,http://www.theyworkforyou.com/mp/24957/jackie_doyle-price/thurrock
Individual,UK,http://www.theyworkforyou.com,PEP,Richard,Drax,Conservative,South Dorset,http://www.theyworkforyou.com/mp/24903/richard_drax/south_dorset
Individual,UK,http://www.theyworkforyou.com,PEP,Jack,Dromey,Labour,"Birmingham, Erdington",http://www.theyworkforyou.com/mp/24825/jack_dromey/birmingham%2C_erdington
Individual,UK,http://www.theyworkforyou.com,PEP,James,Duddridge,Conservative,Rochford and Southend East,http://www.theyworkforyou.com/mp/11785/james_duddridge/rochford_and_southend_east
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Dugher,Labour,Barnsley East,http://www.theyworkforyou.com/mp/24762/michael_dugher/barnsley_east
Individual,UK,http://www.theyworkforyou.com,PEP,Alan,Duncan,Conservative,Rutland and Melton,http://www.theyworkforyou.com/mp/10179/alan_duncan/rutland_and_melton
Individual,UK,http://www.theyworkforyou.com,PEP,Iain,Duncan Smith,Conservative,Chingford and Woodford Green,http://www.theyworkforyou.com/mp/10180/iain_duncan_smith/chingford_and_woodford_green
Individual,UK,http://www.theyworkforyou.com,PEP,Philip,Dunne,Conservative,Ludlow,http://www.theyworkforyou.com/mp/11696/philip_dunne/ludlow
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Durkan,Social Democratic and Labour Party,Foyle,http://www.theyworkforyou.com/mp/11589/mark_durkan/foyle
Individual,UK,http://www.theyworkforyou.com,PEP,Angela,Eagle,Labour,Wallasey,http://www.theyworkforyou.com/mp/10182/angela_eagle/wallasey
Individual,UK,http://www.theyworkforyou.com,PEP,Maria,Eagle,Labour,Garston and Halewood,http://www.theyworkforyou.com/mp/10183/maria_eagle/garston_and_halewood
Individual,UK,http://www.theyworkforyou.com,PEP,Jonathan,Edwards,Plaid Cymru,Carmarthen East and Dinefwr,http://www.theyworkforyou.com/mp/24743/jonathan_edwards/carmarthen_east_and_dinefwr
Individual,UK,http://www.theyworkforyou.com,PEP,Clive,Efford,Labour,Eltham,http://www.theyworkforyou.com/mp/10185/clive_efford/eltham
Individual,UK,http://www.theyworkforyou.com,PEP,Julie,Elliott,Labour,Sunderland Central,http://www.theyworkforyou.com/mp/24710/julie_elliott/sunderland_central
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Ellis,Conservative,Northampton North,http://www.theyworkforyou.com/mp/24866/michael_ellis/northampton_north
Individual,UK,http://www.theyworkforyou.com,PEP,Jane,Ellison,Conservative,Battersea,http://www.theyworkforyou.com/mp/24719/jane_ellison/battersea
Individual,UK,http://www.theyworkforyou.com,PEP,Louise,Ellman,Labour,"Liverpool, Riverside",http://www.theyworkforyou.com/mp/10186/louise_ellman/liverpool%2C_riverside
Individual,UK,http://www.theyworkforyou.com,PEP,Tobias,Ellwood,Conservative,Bournemouth East,http://www.theyworkforyou.com/mp/11437/tobias_ellwood/bournemouth_east
Individual,UK,http://www.theyworkforyou.com,PEP,Charlie,Elphicke,Conservative,Dover,http://www.theyworkforyou.com/mp/24777/charlie_elphicke/dover
Individual,UK,http://www.theyworkforyou.com,PEP,Natascha,Engel,Labour,North East Derbyshire,http://www.theyworkforyou.com/mp/11534/natascha_engel/north_east_derbyshire
Individual,UK,http://www.theyworkforyou.com,PEP,Bill,Esterson,Labour,Sefton Central,http://www.theyworkforyou.com/mp/24905/bill_esterson/sefton_central
Individual,UK,http://www.theyworkforyou.com,PEP,George,Eustice,Conservative,Camborne and Redruth,http://www.theyworkforyou.com/mp/24933/george_eustice/camborne_and_redruth
Individual,UK,http://www.theyworkforyou.com,PEP,Chris,Evans,Labour,Islwyn,http://www.theyworkforyou.com/mp/24721/chris_evans/islwyn
Individual,UK,http://www.theyworkforyou.com,PEP,Graham,Evans,Conservative,Weaver Vale,http://www.theyworkforyou.com/mp/24883/graham_evans/weaver_vale
Individual,UK,http://www.theyworkforyou.com,PEP,Jonathan,Evans,Conservative,Cardiff North,http://www.theyworkforyou.com/mp/22650/jonathan_evans/cardiff_north
Individual,UK,http://www.theyworkforyou.com,PEP,Nigel,Evans,Conservative,Ribble Valley,http://www.theyworkforyou.com/mp/10190/nigel_evans/ribble_valley
Individual,UK,http://www.theyworkforyou.com,PEP,David,Evennett,Conservative,Bexleyheath and Crayford,http://www.theyworkforyou.com/mp/11408/david_evennett/bexleyheath_and_crayford
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Fabricant,Conservative,Lichfield,http://www.theyworkforyou.com/mp/10193/michael_fabricant/lichfield
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Fallon,Conservative,Sevenoaks,http://www.theyworkforyou.com/mp/10194/michael_fallon/sevenoaks
Individual,UK,http://www.theyworkforyou.com,PEP,Paul,Farrelly,Labour,Newcastle-under-Lyme,http://www.theyworkforyou.com/mp/10882/paul_farrelly/newcastle-under-lyme
Individual,UK,http://www.theyworkforyou.com,PEP,Tim,Farron,Liberal Democrat,Westmorland and Lonsdale,http://www.theyworkforyou.com/mp/11923/tim_farron/westmorland_and_lonsdale
Individual,UK,http://www.theyworkforyou.com,PEP,Lynne,Featherstone,Liberal Democrat,Hornsey and Wood Green,http://www.theyworkforyou.com/mp/11641/lynne_featherstone/hornsey_and_wood_green
Individual,UK,http://www.theyworkforyou.com,PEP,Frank,Field,Labour,Birkenhead,http://www.theyworkforyou.com/mp/10197/frank_field/birkenhead
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Field,Conservative,Cities of London and Westminster,http://www.theyworkforyou.com/mp/10884/mark_field/cities_of_london_and_westminster
Individual,UK,http://www.theyworkforyou.com,PEP,Jim,Fitzpatrick,Labour,Poplar and Limehouse,http://www.theyworkforyou.com/mp/10199/jim_fitzpatrick/poplar_and_limehouse
Individual,UK,http://www.theyworkforyou.com,PEP,Robert,Flello,Labour,Stoke-on-Trent South,http://www.theyworkforyou.com/mp/11843/robert_flello/stoke-on-trent_south
Individual,UK,http://www.theyworkforyou.com,PEP,Caroline,Flint,Labour,Don Valley,http://www.theyworkforyou.com/mp/10202/caroline_flint/don_valley
Individual,UK,http://www.theyworkforyou.com,PEP,Paul,Flynn,Labour,Newport West,http://www.theyworkforyou.com/mp/10203/paul_flynn/newport_west
Individual,UK,http://www.theyworkforyou.com,PEP,Don,Foster,Liberal Democrat,Bath,http://www.theyworkforyou.com/mp/10208/don_foster/bath
Individual,UK,http://www.theyworkforyou.com,PEP,Yvonne,Fovargue,Labour,Makerfield,http://www.theyworkforyou.com/mp/24805/yvonne_fovargue/makerfield
Individual,UK,http://www.theyworkforyou.com,PEP,Liam,Fox,Conservative,North Somerset,http://www.theyworkforyou.com/mp/10213/liam_fox/north_somerset
Individual,UK,http://www.theyworkforyou.com,PEP,Hywel,Francis,Labour,Aberavon,http://www.theyworkforyou.com/mp/10900/hywel_francis/aberavon
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Francois,Conservative,Rayleigh and Wickford,http://www.theyworkforyou.com/mp/10901/mark_francois/rayleigh_and_wickford
Individual,UK,http://www.theyworkforyou.com,PEP,George,Freeman,Conservative,Mid Norfolk,http://www.theyworkforyou.com/mp/24817/george_freeman/mid_norfolk
Individual,UK,http://www.theyworkforyou.com,PEP,Mike,Freer,Conservative,Finchley and Golders Green,http://www.theyworkforyou.com/mp/24934/mike_freer/finchley_and_golders_green
Individual,UK,http://www.theyworkforyou.com,PEP,Lorraine,Fullbrook,Conservative,South Ribble,http://www.theyworkforyou.com/mp/24801/lorraine_fullbrook/south_ribble
Individual,UK,http://www.theyworkforyou.com,PEP,Richard,Fuller,Conservative,Bedford,http://www.theyworkforyou.com/mp/24787/richard_fuller/bedford
Individual,UK,http://www.theyworkforyou.com,PEP,Roger,Gale,Conservative,North Thanet,http://www.theyworkforyou.com/mp/10217/roger_gale/north_thanet
Individual,UK,http://www.theyworkforyou.com,PEP,George,Galloway,Respect,Bradford West,http://www.theyworkforyou.com/mp/10218/george_galloway/bradford_west
Individual,UK,http://www.theyworkforyou.com,PEP,Mike,Gapes,Labour,Ilford South,http://www.theyworkforyou.com/mp/10219/mike_gapes/ilford_south
Individual,UK,http://www.theyworkforyou.com,PEP,Barry,Gardiner,Labour,Brent North,http://www.theyworkforyou.com/mp/10220/barry_gardiner/brent_north
Individual,UK,http://www.theyworkforyou.com,PEP,Edward,Garnier,Conservative,Harborough,http://www.theyworkforyou.com/mp/10221/edward_garnier/harborough
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Garnier,Conservative,Wyre Forest,http://www.theyworkforyou.com/mp/24824/mark_garnier/wyre_forest
Individual,UK,http://www.theyworkforyou.com,PEP,David,Gauke,Conservative,South West Hertfordshire,http://www.theyworkforyou.com/mp/11633/david_gauke/south_west_hertfordshire
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,George,Liberal Democrat,St Ives,http://www.theyworkforyou.com/mp/10222/andrew_george/st_ives
Individual,UK,http://www.theyworkforyou.com,PEP,Nick,Gibb,Conservative,Bognor Regis and Littlehampton,http://www.theyworkforyou.com/mp/10225/nick_gibb/bognor_regis_and_littlehampton
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Gilbert,Liberal Democrat,St Austell and Newquay,http://www.theyworkforyou.com/mp/24928/stephen_gilbert/st_austell_and_newquay
Individual,UK,http://www.theyworkforyou.com,PEP,Michelle,Gildernew,Sinn Fein,Fermanagh and South Tyrone,http://www.theyworkforyou.com/mp/10913/michelle_gildernew/fermanagh_and_south_tyrone
Individual,UK,http://www.theyworkforyou.com,PEP,Cheryl,Gillan,Conservative,Chesham and Amersham,http://www.theyworkforyou.com/mp/10228/cheryl_gillan/chesham_and_amersham
Individual,UK,http://www.theyworkforyou.com,PEP,Sheila,Gilmore,Labour,Edinburgh East,http://www.theyworkforyou.com/mp/24763/sheila_gilmore/edinburgh_east
Individual,UK,http://www.theyworkforyou.com,PEP,Pat,Glass,Labour,North West Durham,http://www.theyworkforyou.com/mp/24917/pat_glass/north_west_durham
Individual,UK,http://www.theyworkforyou.com,PEP,John,Glen,Conservative,Salisbury,http://www.theyworkforyou.com/mp/24839/john_glen/salisbury
Individual,UK,http://www.theyworkforyou.com,PEP,Mary,Glindon,Labour,North Tyneside,http://www.theyworkforyou.com/mp/24927/mary_glindon/north_tyneside
Individual,UK,http://www.theyworkforyou.com,PEP,Roger,Godsiff,Labour,"Birmingham, Hall Green",http://www.theyworkforyou.com/mp/10231/roger_godsiff/birmingham%2C_hall_green
Individual,UK,http://www.theyworkforyou.com,PEP,Zac,Goldsmith,Conservative,Richmond Park,http://www.theyworkforyou.com/mp/24911/zac_goldsmith/richmond_park
Individual,UK,http://www.theyworkforyou.com,PEP,Helen,Goodman,Labour,Bishop Auckland,http://www.theyworkforyou.com/mp/11421/helen_goodman/bishop_auckland
Individual,UK,http://www.theyworkforyou.com,PEP,Robert,Goodwill,Conservative,Scarborough and Whitby,http://www.theyworkforyou.com/mp/11804/robert_goodwill/scarborough_and_whitby
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Gove,Conservative,Surrey Heath,http://www.theyworkforyou.com/mp/11858/michael_gove/surrey_heath
Individual,UK,http://www.theyworkforyou.com,PEP,Richard,Graham,Conservative,Gloucester,http://www.theyworkforyou.com/mp/24921/richard_graham/gloucester
Individual,UK,http://www.theyworkforyou.com,PEP,Helen,Grant,Conservative,Maidstone and The Weald,http://www.theyworkforyou.com/mp/24796/helen_grant/maidstone_and_the_weald
Individual,UK,http://www.theyworkforyou.com,PEP,James,Gray,Conservative,North Wiltshire,http://www.theyworkforyou.com/mp/10240/james_gray/north_wiltshire
Individual,UK,http://www.theyworkforyou.com,PEP,Chris,Grayling,Conservative,Epsom and Ewell,http://www.theyworkforyou.com/mp/10920/chris_grayling/epsom_and_ewell
Individual,UK,http://www.theyworkforyou.com,PEP,Tom,Greatrex,Labour,Rutherglen and Hamilton West,http://www.theyworkforyou.com/mp/24714/tom_greatrex/rutherglen_and_hamilton_west
Individual,UK,http://www.theyworkforyou.com,PEP,Damian,Green,Conservative,Ashford,http://www.theyworkforyou.com/mp/10241/damian_green/ashford
Individual,UK,http://www.theyworkforyou.com,PEP,Kate,Green,Labour,Stretford and Urmston,http://www.theyworkforyou.com/mp/24896/kate_green/stretford_and_urmston
Individual,UK,http://www.theyworkforyou.com,PEP,Justine,Greening,Conservative,Putney,http://www.theyworkforyou.com/mp/11771/justine_greening/putney
Individual,UK,http://www.theyworkforyou.com,PEP,Lilian,Greenwood,Labour,Nottingham South,http://www.theyworkforyou.com/mp/24774/lilian_greenwood/nottingham_south
Individual,UK,http://www.theyworkforyou.com,PEP,Dominic,Grieve,Conservative,Beaconsfield,http://www.theyworkforyou.com/mp/10243/dominic_grieve/beaconsfield
Individual,UK,http://www.theyworkforyou.com,PEP,Nia,Griffith,Labour,Llanelli,http://www.theyworkforyou.com/mp/11692/nia_griffith/llanelli
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Griffiths,Conservative,Burton,http://www.theyworkforyou.com/mp/24826/andrew_griffiths/burton
Individual,UK,http://www.theyworkforyou.com,PEP,Ben,Gummer,Conservative,Ipswich,http://www.theyworkforyou.com/mp/24922/ben_gummer/ipswich
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Gwynne,Labour,Denton and Reddish,http://www.theyworkforyou.com/mp/11531/andrew_gwynne/denton_and_reddish
Individual,UK,http://www.theyworkforyou.com,PEP,Sam,Gyimah,Conservative,East Surrey,http://www.theyworkforyou.com/mp/24789/sam_gyimah/east_surrey
Individual,UK,http://www.theyworkforyou.com,PEP,William,Hague,Conservative,Richmond (Yorks),http://www.theyworkforyou.com/mp/10251/william_hague/richmond_%28yorks%29
Individual,UK,http://www.theyworkforyou.com,PEP,Peter,Hain,Labour,Neath,http://www.theyworkforyou.com/mp/10252/peter_hain/neath
Individual,UK,http://www.theyworkforyou.com,PEP,Robert,Halfon,Conservative,Harlow,http://www.theyworkforyou.com/mp/24784/robert_halfon/harlow
Individual,UK,http://www.theyworkforyou.com,PEP,Duncan,Hames,Liberal Democrat,Chippenham,http://www.theyworkforyou.com/mp/24865/duncan_hames/chippenham
Individual,UK,http://www.theyworkforyou.com,PEP,David,Hamilton,Labour,Midlothian,http://www.theyworkforyou.com/mp/10934/david_hamilton/midlothian
Individual,UK,http://www.theyworkforyou.com,PEP,Fabian,Hamilton,Labour,Leeds North East,http://www.theyworkforyou.com/mp/10256/fabian_hamilton/leeds_north_east
Individual,UK,http://www.theyworkforyou.com,PEP,Philip,Hammond,Conservative,Runnymede and Weybridge,http://www.theyworkforyou.com/mp/10257/philip_hammond/runnymede_and_weybridge
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Hammond,Conservative,Wimbledon,http://www.theyworkforyou.com/mp/11927/stephen_hammond/wimbledon
Individual,UK,http://www.theyworkforyou.com,PEP,Matthew,Hancock,Conservative,West Suffolk,http://www.theyworkforyou.com/mp/24773/matthew_hancock/west_suffolk
Individual,UK,http://www.theyworkforyou.com,PEP,Mike,Hancock,Liberal Democrat,Portsmouth South,http://www.theyworkforyou.com/mp/10258/mike_hancock/portsmouth_south
Individual,UK,http://www.theyworkforyou.com,PEP,Greg,Hands,Conservative,Chelsea and Fulham,http://www.theyworkforyou.com/mp/11610/greg_hands/chelsea_and_fulham
Individual,UK,http://www.theyworkforyou.com,PEP,David,Hanson,Labour,Delyn,http://www.theyworkforyou.com/mp/10259/david_hanson/delyn
Individual,UK,http://www.theyworkforyou.com,PEP,Harriet,Harman,Labour,Camberwell and Peckham,http://www.theyworkforyou.com/mp/10260/harriet_harman/camberwell_and_peckham
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Harper,Conservative,Forest of Dean,http://www.theyworkforyou.com/mp/11588/mark_harper/forest_of_dean
Individual,UK,http://www.theyworkforyou.com,PEP,Richard,Harrington,Conservative,Watford,http://www.theyworkforyou.com/mp/24954/richard_harrington/watford
Individual,UK,http://www.theyworkforyou.com,PEP,Rebecca,Harris,Conservative,Castle Point,http://www.theyworkforyou.com/mp/24731/rebecca_harris/castle_point
Individual,UK,http://www.theyworkforyou.com,PEP,Tom,Harris,Labour,Glasgow South,http://www.theyworkforyou.com/mp/10941/tom_harris/glasgow_south
Individual,UK,http://www.theyworkforyou.com,PEP,Simon,Hart,Conservative,Carmarthen West and South Pembrokeshire,http://www.theyworkforyou.com/mp/24813/simon_hart/carmarthen_west_and_south_pembrokeshire
Individual,UK,http://www.theyworkforyou.com,PEP,Nick,Harvey,Liberal Democrat,North Devon,http://www.theyworkforyou.com/mp/10262/nick_harvey/north_devon
Individual,UK,http://www.theyworkforyou.com,PEP,Alan,Haselhurst,Conservative,Saffron Walden,http://www.theyworkforyou.com/mp/10263/alan_haselhurst/saffron_walden
Individual,UK,http://www.theyworkforyou.com,PEP,Dai,Havard,Labour,Merthyr Tydfil and Rhymney,http://www.theyworkforyou.com/mp/10944/dai_havard/merthyr_tydfil_and_rhymney
Individual,UK,http://www.theyworkforyou.com,PEP,John,Hayes,Conservative,South Holland and The Deepings,http://www.theyworkforyou.com/mp/10265/john_hayes/south_holland_and_the_deepings
Individual,UK,http://www.theyworkforyou.com,PEP,Oliver,Heald,Conservative,North East Hertfordshire,http://www.theyworkforyou.com/mp/10267/oliver_heald/north_east_hertfordshire
Individual,UK,http://www.theyworkforyou.com,PEP,John,Healey,Labour,Wentworth and Dearne,http://www.theyworkforyou.com/mp/10268/john_healey/wentworth_and_dearne
Individual,UK,http://www.theyworkforyou.com,PEP,David,Heath,Liberal Democrat,Somerton and Frome,http://www.theyworkforyou.com/mp/10269/david_heath/somerton_and_frome
Individual,UK,http://www.theyworkforyou.com,PEP,Chris,Heaton-Harris,Conservative,Daventry,http://www.theyworkforyou.com/mp/24841/chris_heaton-harris/daventry
Individual,UK,http://www.theyworkforyou.com,PEP,John,Hemming,Liberal Democrat,"Birmingham, Yardley",http://www.theyworkforyou.com/mp/11420/john_hemming/birmingham%2C_yardley
Individual,UK,http://www.theyworkforyou.com,PEP,Gordon,Henderson,Conservative,Sittingbourne and Sheppey,http://www.theyworkforyou.com/mp/24828/gordon_henderson/sittingbourne_and_sheppey
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Hendrick,Labour,Preston,http://www.theyworkforyou.com/mp/10682/mark_hendrick/preston
Individual,UK,http://www.theyworkforyou.com,PEP,Charles,Hendry,Conservative,Wealden,http://www.theyworkforyou.com/mp/10955/charles_hendry/wealden
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Hepburn,Labour,Jarrow,http://www.theyworkforyou.com/mp/10274/stephen_hepburn/jarrow
Individual,UK,http://www.theyworkforyou.com,PEP,Nick,Herbert,Conservative,Arundel and South Downs,http://www.theyworkforyou.com/mp/11377/nick_herbert/arundel_and_south_downs
Individual,UK,http://www.theyworkforyou.com,PEP,Lady,Hermon,Independent,North Down,http://www.theyworkforyou.com/mp/10958/lady_hermon/north_down
Individual,UK,http://www.theyworkforyou.com,PEP,David,Heyes,Labour,Ashton-under-Lyne,http://www.theyworkforyou.com/mp/10961/david_heyes/ashton-under-lyne
Individual,UK,http://www.theyworkforyou.com,PEP,Meg,Hillier,Labour,Hackney South and Shoreditch,http://www.theyworkforyou.com/mp/11605/meg_hillier/hackney_south_and_shoreditch
Individual,UK,http://www.theyworkforyou.com,PEP,Julie,Hilling,Labour,Bolton West,http://www.theyworkforyou.com/mp/24881/julie_hilling/bolton_west
Individual,UK,http://www.theyworkforyou.com,PEP,Damian,Hinds,Conservative,East Hampshire,http://www.theyworkforyou.com/mp/24782/damian_hinds/east_hampshire
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Hoban,Conservative,Fareham,http://www.theyworkforyou.com/mp/10964/mark_hoban/fareham
Individual,UK,http://www.theyworkforyou.com,PEP,Margaret,Hodge,Labour,Barking,http://www.theyworkforyou.com/mp/10281/margaret_hodge/barking
