entityType,nationality,dataSource,listType,firstName,lastName,party,constituency,URI
Individual,UK,http://www.theyworkforyou.com,PEP,Sharon,Hodgson,Labour,Washington and Sunderland West,http://www.theyworkforyou.com/mp/11592/sharon_hodgson/washington_and_sunderland_west
Individual,UK,http://www.theyworkforyou.com,PEP,Kate,Hoey,Labour,Vauxhall,http://www.theyworkforyou.com/mp/10282/kate_hoey/vauxhall
Individual,UK,http://www.theyworkforyou.com,PEP,George,Hollingbery,Conservative,Meon Valley,http://www.theyworkforyou.com/mp/24936/george_hollingbery/meon_valley
Individual,UK,http://www.theyworkforyou.com,PEP,Philip,Hollobone,Conservative,Kettering,http://www.theyworkforyou.com/mp/11661/philip_hollobone/kettering
Individual,UK,http://www.theyworkforyou.com,PEP,Adam,Holloway,Conservative,Gravesham,http://www.theyworkforyou.com/mp/11599/adam_holloway/gravesham
Individual,UK,http://www.theyworkforyou.com,PEP,Jimmy,Hood,Labour,Lanark and Hamilton East,http://www.theyworkforyou.com/mp/10285/jimmy_hood/lanark_and_hamilton_east
Individual,UK,http://www.theyworkforyou.com,PEP,Kelvin,Hopkins,Labour,Luton North,http://www.theyworkforyou.com/mp/10288/kelvin_hopkins/luton_north
Individual,UK,http://www.theyworkforyou.com,PEP,Kris,Hopkins,Conservative,Keighley,http://www.theyworkforyou.com/mp/24923/kris_hopkins/keighley
Individual,UK,http://www.theyworkforyou.com,PEP,Martin,Horwood,Liberal Democrat,Cheltenham,http://www.theyworkforyou.com/mp/11494/martin_horwood/cheltenham
Individual,UK,http://www.theyworkforyou.com,PEP,Stewart,Hosie,Scottish National Party,Dundee East,http://www.theyworkforyou.com/mp/11973/stewart_hosie/dundee_east
Individual,UK,http://www.theyworkforyou.com,PEP,George,Howarth,Labour,Knowsley,http://www.theyworkforyou.com/mp/10292/george_howarth/knowsley
Individual,UK,http://www.theyworkforyou.com,PEP,Gerald,Howarth,Conservative,Aldershot,http://www.theyworkforyou.com/mp/10293/gerald_howarth/aldershot
Individual,UK,http://www.theyworkforyou.com,PEP,John,Howell,Conservative,Henley,http://www.theyworkforyou.com/mp/14131/john_howell/henley
Individual,UK,http://www.theyworkforyou.com,PEP,Lindsay,Hoyle,Labour,Chorley,http://www.theyworkforyou.com/mp/10295/lindsay_hoyle/chorley
Individual,UK,http://www.theyworkforyou.com,PEP,Simon,Hughes,Liberal Democrat,Bermondsey and Old Southwark,http://www.theyworkforyou.com/mp/10298/simon_hughes/bermondsey_and_old_southwark
Individual,UK,http://www.theyworkforyou.com,PEP,Jeremy,Hunt,Conservative,South West Surrey,http://www.theyworkforyou.com/mp/11859/jeremy_hunt/south_west_surrey
Individual,UK,http://www.theyworkforyou.com,PEP,Tristram,Hunt,Labour,Stoke-on-Trent Central,http://www.theyworkforyou.com/mp/24850/tristram_hunt/stoke-on-trent_central
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Hunter,Liberal Democrat,Cheadle,http://www.theyworkforyou.com/mp/12016/mark_hunter/cheadle
Individual,UK,http://www.theyworkforyou.com,PEP,Julian,Huppert,Liberal Democrat,Cambridge,http://www.theyworkforyou.com/mp/24892/julian_huppert/cambridge
Individual,UK,http://www.theyworkforyou.com,PEP,Nick,Hurd,Conservative,"Ruislip, Northwood and Pinner",http://www.theyworkforyou.com/mp/11792/nick_hurd/ruislip%2C_northwood_and_pinner
Individual,UK,http://www.theyworkforyou.com,PEP,Huw,Irranca-Davies,Labour,Ogmore,http://www.theyworkforyou.com/mp/11347/huw_irranca-davies/ogmore
Individual,UK,http://www.theyworkforyou.com,PEP,Glenda,Jackson,Labour,Hampstead and Kilburn,http://www.theyworkforyou.com/mp/10308/glenda_jackson/hampstead_and_kilburn
Individual,UK,http://www.theyworkforyou.com,PEP,Stewart,Jackson,Conservative,Peterborough,http://www.theyworkforyou.com/mp/11759/stewart_jackson/peterborough
Individual,UK,http://www.theyworkforyou.com,PEP,Margot,James,Conservative,Stourbridge,http://www.theyworkforyou.com/mp/24876/margot_james/stourbridge
Individual,UK,http://www.theyworkforyou.com,PEP,Si�n,James,Labour,Swansea East,http://www.theyworkforyou.com/mp/11863/sian_james/swansea_east
Individual,UK,http://www.theyworkforyou.com,PEP,Cathy,Jamieson,Labour,Kilmarnock and Loudoun,http://www.theyworkforyou.com/mp/24726/cathy_jamieson/kilmarnock_and_loudoun
Individual,UK,http://www.theyworkforyou.com,PEP,Dan,Jarvis,Labour,Barnsley Central,http://www.theyworkforyou.com/mp/25067/dan_jarvis/barnsley_central
Individual,UK,http://www.theyworkforyou.com,PEP,Sajid,Javid,Conservative,Bromsgrove,http://www.theyworkforyou.com/mp/24854/sajid_javid/bromsgrove
Individual,UK,http://www.theyworkforyou.com,PEP,Bernard,Jenkin,Conservative,Harwich and North Essex,http://www.theyworkforyou.com/mp/10312/bernard_jenkin/harwich_and_north_essex
Individual,UK,http://www.theyworkforyou.com,PEP,Robert,Jenrick,Conservative,Newark,http://www.theyworkforyou.com/mp/25227/robert_jenrick/newark
Individual,UK,http://www.theyworkforyou.com,PEP,Alan,Johnson,Labour,Kingston upon Hull West and Hessle,http://www.theyworkforyou.com/mp/10314/alan_johnson/kingston_upon_hull_west_and_hessle
Individual,UK,http://www.theyworkforyou.com,PEP,Diana,Johnson,Labour,Kingston upon Hull North,http://www.theyworkforyou.com/mp/11647/diana_johnson/kingston_upon_hull_north
Individual,UK,http://www.theyworkforyou.com,PEP,Gareth,Johnson,Conservative,Dartford,http://www.theyworkforyou.com/mp/24803/gareth_johnson/dartford
Individual,UK,http://www.theyworkforyou.com,PEP,Jo,Johnson,Conservative,Orpington,http://www.theyworkforyou.com/mp/24895/jo_johnson/orpington
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Jones,Conservative,Harrogate and Knaresborough,http://www.theyworkforyou.com/mp/24758/andrew_jones/harrogate_and_knaresborough
Individual,UK,http://www.theyworkforyou.com,PEP,David,Jones,Conservative,Clwyd West,http://www.theyworkforyou.com/mp/11506/david_jones/clwyd_west
Individual,UK,http://www.theyworkforyou.com,PEP,Graham,Jones,Labour,Hyndburn,http://www.theyworkforyou.com/mp/24835/graham_jones/hyndburn
Individual,UK,http://www.theyworkforyou.com,PEP,Helen,Jones,Labour,Warrington North,http://www.theyworkforyou.com/mp/10319/helen_jones/warrington_north
Individual,UK,http://www.theyworkforyou.com,PEP,Kevan,Jones,Labour,North Durham,http://www.theyworkforyou.com/mp/11003/kevan_jones/north_durham
Individual,UK,http://www.theyworkforyou.com,PEP,Marcus,Jones,Conservative,Nuneaton,http://www.theyworkforyou.com/mp/24745/marcus_jones/nuneaton
Individual,UK,http://www.theyworkforyou.com,PEP,Susan Elan,Jones,Labour,Clwyd South,http://www.theyworkforyou.com/mp/24720/susan_elan_jones/clwyd_south
Individual,UK,http://www.theyworkforyou.com,PEP,Tessa,Jowell,Labour,Dulwich and West Norwood,http://www.theyworkforyou.com/mp/10326/tessa_jowell/dulwich_and_west_norwood
Individual,UK,http://www.theyworkforyou.com,PEP,Eric,Joyce,Labour,Falkirk,http://www.theyworkforyou.com/mp/10685/eric_joyce/falkirk
Individual,UK,http://www.theyworkforyou.com,PEP,Mike,Kane,Labour,Wythenshawe and Sale East,http://www.theyworkforyou.com/mp/25220/mike_kane/wythenshawe_and_sale_east
Individual,UK,http://www.theyworkforyou.com,PEP,Gerald,Kaufman,Labour,"Manchester, Gorton",http://www.theyworkforyou.com/mp/10327/gerald_kaufman/manchester%2C_gorton
Individual,UK,http://www.theyworkforyou.com,PEP,Daniel,Kawczynski,Conservative,Shrewsbury and Atcham,http://www.theyworkforyou.com/mp/11817/daniel_kawczynski/shrewsbury_and_atcham
Individual,UK,http://www.theyworkforyou.com,PEP,Barbara,Keeley,Labour,Worsley and Eccles South,http://www.theyworkforyou.com/mp/11943/barbara_keeley/worsley_and_eccles_south
Individual,UK,http://www.theyworkforyou.com,PEP,Chris,Kelly,Conservative,Dudley South,http://www.theyworkforyou.com/mp/24838/chris_kelly/dudley_south
Individual,UK,http://www.theyworkforyou.com,PEP,Liz,Kendall,Labour,Leicester West,http://www.theyworkforyou.com/mp/24816/liz_kendall/leicester_west
Individual,UK,http://www.theyworkforyou.com,PEP,Charles,Kennedy,Liberal Democrat,"Ross, Skye and Lochaber",http://www.theyworkforyou.com/mp/10334/charles_kennedy/ross%2C_skye_and_lochaber
Individual,UK,http://www.theyworkforyou.com,PEP,Sadiq,Khan,Labour,Tooting,http://www.theyworkforyou.com/mp/11878/sadiq_khan/tooting
Individual,UK,http://www.theyworkforyou.com,PEP,Simon,Kirby,Conservative,"Brighton, Kemptown",http://www.theyworkforyou.com/mp/24900/simon_kirby/brighton%2C_kemptown
Individual,UK,http://www.theyworkforyou.com,PEP,Greg,Knight,Conservative,East Yorkshire,http://www.theyworkforyou.com/mp/11026/greg_knight/east_yorkshire
Individual,UK,http://www.theyworkforyou.com,PEP,Kwasi,Kwarteng,Conservative,Spelthorne,http://www.theyworkforyou.com/mp/24770/kwasi_kwarteng/spelthorne
Individual,UK,http://www.theyworkforyou.com,PEP,Eleanor,Laing,Conservative,Epping Forest,http://www.theyworkforyou.com/mp/10348/eleanor_laing/epping_forest
Individual,UK,http://www.theyworkforyou.com,PEP,Norman,Lamb,Liberal Democrat,North Norfolk,http://www.theyworkforyou.com/mp/11032/norman_lamb/north_norfolk
Individual,UK,http://www.theyworkforyou.com,PEP,David,Lammy,Labour,Tottenham,http://www.theyworkforyou.com/mp/10678/david_lammy/tottenham
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Lancaster,Conservative,Milton Keynes North,http://www.theyworkforyou.com/mp/11715/mark_lancaster/milton_keynes_north
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Lansley,Conservative,South Cambridgeshire,http://www.theyworkforyou.com/mp/10349/andrew_lansley/south_cambridgeshire
Individual,UK,http://www.theyworkforyou.com,PEP,Pauline,Latham,Conservative,Mid Derbyshire,http://www.theyworkforyou.com/mp/24821/pauline_latham/mid_derbyshire
Individual,UK,http://www.theyworkforyou.com,PEP,Ian,Lavery,Labour,Wansbeck,http://www.theyworkforyou.com/mp/24963/ian_lavery/wansbeck
Individual,UK,http://www.theyworkforyou.com,PEP,David,Laws,Liberal Democrat,Yeovil,http://www.theyworkforyou.com/mp/11036/david_laws/yeovil
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Lazarowicz,Labour,Edinburgh North and Leith,http://www.theyworkforyou.com/mp/11038/mark_lazarowicz/edinburgh_north_and_leith
Individual,UK,http://www.theyworkforyou.com,PEP,Andrea,Leadsom,Conservative,South Northamptonshire,http://www.theyworkforyou.com/mp/24829/andrea_leadsom/south_northamptonshire
Individual,UK,http://www.theyworkforyou.com,PEP,Jessica,Lee,Conservative,Erewash,http://www.theyworkforyou.com/mp/24757/jessica_lee/erewash
Individual,UK,http://www.theyworkforyou.com,PEP,Phillip,Lee,Conservative,Bracknell,http://www.theyworkforyou.com/mp/24765/phillip_lee/bracknell
Individual,UK,http://www.theyworkforyou.com,PEP,John,Leech,Liberal Democrat,"Manchester, Withington",http://www.theyworkforyou.com/mp/11707/john_leech/manchester%2C_withington
Individual,UK,http://www.theyworkforyou.com,PEP,Jeremy,Lefroy,Conservative,Stafford,http://www.theyworkforyou.com/mp/24760/jeremy_lefroy/stafford
Individual,UK,http://www.theyworkforyou.com,PEP,Edward,Leigh,Conservative,Gainsborough,http://www.theyworkforyou.com/mp/10352/edward_leigh/gainsborough
Individual,UK,http://www.theyworkforyou.com,PEP,Charlotte,Leslie,Conservative,Bristol North West,http://www.theyworkforyou.com/mp/24891/charlotte_leslie/bristol_north_west
Individual,UK,http://www.theyworkforyou.com,PEP,Christopher,Leslie,Labour,Nottingham East,http://www.theyworkforyou.com/mp/10354/christopher_leslie/nottingham_east
Individual,UK,http://www.theyworkforyou.com,PEP,Oliver,Letwin,Conservative,West Dorset,http://www.theyworkforyou.com/mp/10355/oliver_letwin/west_dorset
Individual,UK,http://www.theyworkforyou.com,PEP,Emma,Lewell-Buck,Labour,South Shields,http://www.theyworkforyou.com/mp/25181/emma_lewell-buck/south_shields
Individual,UK,http://www.theyworkforyou.com,PEP,Brandon,Lewis,Conservative,Great Yarmouth,http://www.theyworkforyou.com/mp/24879/brandon_lewis/great_yarmouth
Individual,UK,http://www.theyworkforyou.com,PEP,Ivan,Lewis,Labour,Bury South,http://www.theyworkforyou.com/mp/10357/ivan_lewis/bury_south
Individual,UK,http://www.theyworkforyou.com,PEP,Julian,Lewis,Conservative,New Forest East,http://www.theyworkforyou.com/mp/10358/julian_lewis/new_forest_east
Individual,UK,http://www.theyworkforyou.com,PEP,Ian,Liddell-Grainger,Conservative,Bridgwater and West Somerset,http://www.theyworkforyou.com/mp/11048/ian_liddell-grainger/bridgwater_and_west_somerset
Individual,UK,http://www.theyworkforyou.com,PEP,David,Lidington,Conservative,Aylesbury,http://www.theyworkforyou.com/mp/10361/david_lidington/aylesbury
Individual,UK,http://www.theyworkforyou.com,PEP,Peter,Lilley,Conservative,Hitchin and Harpenden,http://www.theyworkforyou.com/mp/10362/peter_lilley/hitchin_and_harpenden
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Lloyd,Liberal Democrat,Eastbourne,http://www.theyworkforyou.com/mp/24754/stephen_lloyd/eastbourne
Individual,UK,http://www.theyworkforyou.com,PEP,Elfyn,Llwyd,Plaid Cymru,Dwyfor Meirionnydd,http://www.theyworkforyou.com/mp/10368/elfyn_llwyd/dwyfor_meirionnydd
Individual,UK,http://www.theyworkforyou.com,PEP,Naomi,Long,Alliance,Belfast East,http://www.theyworkforyou.com/mp/13814/naomi_long/belfast_east
Individual,UK,http://www.theyworkforyou.com,PEP,Jack,Lopresti,Conservative,Filton and Bradley Stoke,http://www.theyworkforyou.com/mp/24716/jack_lopresti/filton_and_bradley_stoke
Individual,UK,http://www.theyworkforyou.com,PEP,Jonathan,Lord,Conservative,Woking,http://www.theyworkforyou.com/mp/24884/jonathan_lord/woking
Individual,UK,http://www.theyworkforyou.com,PEP,Tim,Loughton,Conservative,East Worthing and Shoreham,http://www.theyworkforyou.com/mp/10371/tim_loughton/east_worthing_and_shoreham
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Love,Labour,Edmonton,http://www.theyworkforyou.com/mp/10372/andrew_love/edmonton
Individual,UK,http://www.theyworkforyou.com,PEP,Caroline,Lucas,Green,"Brighton, Pavilion",http://www.theyworkforyou.com/mp/24910/caroline_lucas/brighton%2C_pavilion
Individual,UK,http://www.theyworkforyou.com,PEP,Ian,Lucas,Labour,Wrexham,http://www.theyworkforyou.com/mp/11057/ian_lucas/wrexham
Individual,UK,http://www.theyworkforyou.com,PEP,Peter,Luff,Conservative,Mid Worcestershire,http://www.theyworkforyou.com/mp/10373/peter_luff/mid_worcestershire
Individual,UK,http://www.theyworkforyou.com,PEP,Karen,Lumley,Conservative,Redditch,http://www.theyworkforyou.com/mp/24856/karen_lumley/redditch
Individual,UK,http://www.theyworkforyou.com,PEP,Mary,Macleod,Conservative,Brentford and Isleworth,http://www.theyworkforyou.com/mp/24913/mary_macleod/brentford_and_isleworth
Individual,UK,http://www.theyworkforyou.com,PEP,Angus,MacNeil,Scottish National Party,Na h-Eileanan an Iar,http://www.theyworkforyou.com/mp/12004/angus_macneil/na_h-eileanan_an_iar
Individual,UK,http://www.theyworkforyou.com,PEP,Fiona,Mactaggart,Labour,Slough,http://www.theyworkforyou.com/mp/10402/fiona_mactaggart/slough
Individual,UK,http://www.theyworkforyou.com,PEP,Khalid,Mahmood,Labour,"Birmingham, Perry Barr",http://www.theyworkforyou.com/mp/11087/khalid_mahmood/birmingham%2C_perry_barr
Individual,UK,http://www.theyworkforyou.com,PEP,Shabana,Mahmood,Labour,"Birmingham, Ladywood",http://www.theyworkforyou.com/mp/24788/shabana_mahmood/birmingham%2C_ladywood
Individual,UK,http://www.theyworkforyou.com,PEP,Anne,Main,Conservative,St Albans,http://www.theyworkforyou.com/mp/11798/anne_main/st_albans
Individual,UK,http://www.theyworkforyou.com,PEP,Seema,Malhotra,Labour,Feltham and Heston,http://www.theyworkforyou.com/mp/25150/seema_malhotra/feltham_and_heston
Individual,UK,http://www.theyworkforyou.com,PEP,John,Mann,Labour,Bassetlaw,http://www.theyworkforyou.com/mp/11093/john_mann/bassetlaw
Individual,UK,http://www.theyworkforyou.com,PEP,Gordon,Marsden,Labour,Blackpool South,http://www.theyworkforyou.com/mp/10415/gordon_marsden/blackpool_south
Individual,UK,http://www.theyworkforyou.com,PEP,Paul,Maskey,Sinn Fein,Belfast West,http://www.theyworkforyou.com/mp/13904/paul_maskey/belfast_west
Individual,UK,http://www.theyworkforyou.com,PEP,Francis,Maude,Conservative,Horsham,http://www.theyworkforyou.com/mp/10423/francis_maude/horsham
Individual,UK,http://www.theyworkforyou.com,PEP,Theresa,May,Conservative,Maidenhead,http://www.theyworkforyou.com/mp/10426/theresa_may/maidenhead
Individual,UK,http://www.theyworkforyou.com,PEP,Paul,Maynard,Conservative,Blackpool North and Cleveleys,http://www.theyworkforyou.com/mp/24764/paul_maynard/blackpool_north_and_cleveleys
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,McCabe,Labour,"Birmingham, Selly Oak",http://www.theyworkforyou.com/mp/10377/stephen_mccabe/birmingham%2C_selly_oak
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,McCann,Labour,"East Kilbride, Strathaven and Lesmahagow",http://www.theyworkforyou.com/mp/24717/michael_mccann/east_kilbride%2C_strathaven_and_lesmahagow
Individual,UK,http://www.theyworkforyou.com,PEP,Kerry,McCarthy,Labour,Bristol East,http://www.theyworkforyou.com/mp/11455/kerry_mccarthy/bristol_east
Individual,UK,http://www.theyworkforyou.com,PEP,Jason,McCartney,Conservative,Colne Valley,http://www.theyworkforyou.com/mp/24887/jason_mccartney/colne_valley
Individual,UK,http://www.theyworkforyou.com,PEP,Karl,McCartney,Conservative,Lincoln,http://www.theyworkforyou.com/mp/24790/karl_mccartney/lincoln
Individual,UK,http://www.theyworkforyou.com,PEP,Gregg,McClymont,Labour,"Cumbernauld, Kilsyth and Kirkintilloch East",http://www.theyworkforyou.com/mp/24733/gregg_mcclymont/cumbernauld%2C_kilsyth_and_kirkintilloch_east
Individual,UK,http://www.theyworkforyou.com,PEP,William,McCrea,DUP,South Antrim,http://www.theyworkforyou.com/mp/10679/william_mccrea/south_antrim
Individual,UK,http://www.theyworkforyou.com,PEP,Siobhain,McDonagh,Labour,Mitcham and Morden,http://www.theyworkforyou.com/mp/10381/siobhain_mcdonagh/mitcham_and_morden
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,McDonald,Labour,Middlesbrough,http://www.theyworkforyou.com/mp/25169/andrew_mcdonald/middlesbrough
Individual,UK,http://www.theyworkforyou.com,PEP,Alasdair,McDonnell,Social Democratic and Labour Party,Belfast South,http://www.theyworkforyou.com/mp/11402/alasdair_mcdonnell/belfast_south
Individual,UK,http://www.theyworkforyou.com,PEP,John,McDonnell,Labour,Hayes and Harlington,http://www.theyworkforyou.com/mp/10383/john_mcdonnell/hayes_and_harlington
Individual,UK,http://www.theyworkforyou.com,PEP,Pat,McFadden,Labour,Wolverhampton South East,http://www.theyworkforyou.com/mp/11936/pat_mcfadden/wolverhampton_south_east
Individual,UK,http://www.theyworkforyou.com,PEP,Alison,McGovern,Labour,Wirral South,http://www.theyworkforyou.com/mp/24897/alison_mcgovern/wirral_south
Individual,UK,http://www.theyworkforyou.com,PEP,Jim,McGovern,Labour,Dundee West,http://www.theyworkforyou.com/mp/11974/jim_mcgovern/dundee_west
Individual,UK,http://www.theyworkforyou.com,PEP,Anne,McGuire,Labour,Stirling,http://www.theyworkforyou.com/mp/10388/anne_mcguire/stirling
Individual,UK,http://www.theyworkforyou.com,PEP,Liz,McInnes,Labour,Heywood and Middleton,http://www.theyworkforyou.com/mp/25230/liz_mcinnes/heywood_and_middleton
Individual,UK,http://www.theyworkforyou.com,PEP,Anne,McIntosh,Conservative,Thirsk and Malton,http://www.theyworkforyou.com/mp/10389/anne_mcintosh/thirsk_and_malton
Individual,UK,http://www.theyworkforyou.com,PEP,Ann,McKechin,Labour,Glasgow North,http://www.theyworkforyou.com/mp/11076/ann_mckechin/glasgow_north
Individual,UK,http://www.theyworkforyou.com,PEP,Iain,McKenzie,Labour,Inverclyde,http://www.theyworkforyou.com/mp/25145/iain_mckenzie/inverclyde
Individual,UK,http://www.theyworkforyou.com,PEP,Catherine,McKinnell,Labour,Newcastle upon Tyne North,http://www.theyworkforyou.com/mp/24818/catherine_mckinnell/newcastle_upon_tyne_north
Individual,UK,http://www.theyworkforyou.com,PEP,Patrick,McLoughlin,Conservative,Derbyshire Dales,http://www.theyworkforyou.com/mp/10397/patrick_mcloughlin/derbyshire_dales
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,McPartland,Conservative,Stevenage,http://www.theyworkforyou.com/mp/24888/stephen_mcpartland/stevenage
Individual,UK,http://www.theyworkforyou.com,PEP,Esther,McVey,Conservative,Wirral West,http://www.theyworkforyou.com/mp/24882/esther_mcvey/wirral_west
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Meacher,Labour,Oldham West and Royton,http://www.theyworkforyou.com/mp/10427/michael_meacher/oldham_west_and_royton
Individual,UK,http://www.theyworkforyou.com,PEP,Alan,Meale,Labour,Mansfield,http://www.theyworkforyou.com/mp/10428/alan_meale/mansfield
Individual,UK,http://www.theyworkforyou.com,PEP,Ian,Mearns,Labour,Gateshead,http://www.theyworkforyou.com/mp/24919/ian_mearns/gateshead
Individual,UK,http://www.theyworkforyou.com,PEP,Mark,Menzies,Conservative,Fylde,http://www.theyworkforyou.com/mp/24804/mark_menzies/fylde
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Metcalfe,Conservative,South Basildon and East Thurrock,http://www.theyworkforyou.com/mp/24749/stephen_metcalfe/south_basildon_and_east_thurrock
Individual,UK,http://www.theyworkforyou.com,PEP,Edward,Miliband,Labour,Doncaster North,http://www.theyworkforyou.com/mp/11545/edward_miliband/doncaster_north
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Miller,Labour,Ellesmere Port and Neston,http://www.theyworkforyou.com/mp/10435/andrew_miller/ellesmere_port_and_neston
Individual,UK,http://www.theyworkforyou.com,PEP,Maria,Miller,Conservative,Basingstoke,http://www.theyworkforyou.com/mp/11389/maria_miller/basingstoke
Individual,UK,http://www.theyworkforyou.com,PEP,Nigel,Mills,Conservative,Amber Valley,http://www.theyworkforyou.com/mp/24965/nigel_mills/amber_valley
Individual,UK,http://www.theyworkforyou.com,PEP,Anne,Milton,Conservative,Guildford,http://www.theyworkforyou.com/mp/11603/anne_milton/guildford
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Mitchell,Conservative,Sutton Coldfield,http://www.theyworkforyou.com/mp/11115/andrew_mitchell/sutton_coldfield
Individual,UK,http://www.theyworkforyou.com,PEP,Austin,Mitchell,Labour,Great Grimsby,http://www.theyworkforyou.com/mp/10436/austin_mitchell/great_grimsby
Individual,UK,http://www.theyworkforyou.com,PEP,Francie,Molloy,Sinn Fein,Mid Ulster,http://www.theyworkforyou.com/mp/13836/francie_molloy/mid_ulster
Individual,UK,http://www.theyworkforyou.com,PEP,Madeleine,Moon,Labour,Bridgend,http://www.theyworkforyou.com/mp/11450/madeleine_moon/bridgend
Individual,UK,http://www.theyworkforyou.com,PEP,Michael,Moore,Liberal Democrat,"Berwickshire, Roxburgh and Selkirk",http://www.theyworkforyou.com/mp/10439/michael_moore/berwickshire%2C_roxburgh_and_selkirk
Individual,UK,http://www.theyworkforyou.com,PEP,Penny,Mordaunt,Conservative,Portsmouth North,http://www.theyworkforyou.com/mp/24938/penny_mordaunt/portsmouth_north
Individual,UK,http://www.theyworkforyou.com,PEP,Jessica,Morden,Labour,Newport East,http://www.theyworkforyou.com/mp/11732/jessica_morden/newport_east
Individual,UK,http://www.theyworkforyou.com,PEP,Nicky,Morgan,Conservative,Loughborough,http://www.theyworkforyou.com/mp/24732/nicky_morgan/loughborough
Individual,UK,http://www.theyworkforyou.com,PEP,Graeme,Morrice,Labour,Livingston,http://www.theyworkforyou.com/mp/24735/graeme_morrice/livingston
Individual,UK,http://www.theyworkforyou.com,PEP,Anne-Marie,Morris,Conservative,Newton Abbot,http://www.theyworkforyou.com/mp/24912/anne-marie_morris/newton_abbot
Individual,UK,http://www.theyworkforyou.com,PEP,David,Morris,Conservative,Morecambe and Lunesdale,http://www.theyworkforyou.com/mp/24966/david_morris/morecambe_and_lunesdale
Individual,UK,http://www.theyworkforyou.com,PEP,Grahame,Morris,Labour,Easington,http://www.theyworkforyou.com/mp/24715/grahame_morris/easington
Individual,UK,http://www.theyworkforyou.com,PEP,James,Morris,Conservative,Halesowen and Rowley Regis,http://www.theyworkforyou.com/mp/24855/james_morris/halesowen_and_rowley_regis
Individual,UK,http://www.theyworkforyou.com,PEP,Stephen,Mosley,Conservative,City of Chester,http://www.theyworkforyou.com/mp/24750/stephen_mosley/city_of_chester
Individual,UK,http://www.theyworkforyou.com,PEP,David,Mowat,Conservative,Warrington South,http://www.theyworkforyou.com/mp/24932/david_mowat/warrington_south
Individual,UK,http://www.theyworkforyou.com,PEP,George,Mudie,Labour,Leeds East,http://www.theyworkforyou.com/mp/10450/george_mudie/leeds_east
Individual,UK,http://www.theyworkforyou.com,PEP,Greg,Mulholland,Liberal Democrat,Leeds North West,http://www.theyworkforyou.com/mp/11672/greg_mulholland/leeds_north_west
Individual,UK,http://www.theyworkforyou.com,PEP,David,Mundell,Conservative,"Dumfriesshire, Clydesdale and Tweeddale",http://www.theyworkforyou.com/mp/11970/david_mundell/dumfriesshire%2C_clydesdale_and_tweeddale
Individual,UK,http://www.theyworkforyou.com,PEP,Meg,Munn,Labour,"Sheffield, Heeley",http://www.theyworkforyou.com/mp/11128/meg_munn/sheffield%2C_heeley
Individual,UK,http://www.theyworkforyou.com,PEP,Tessa,Munt,Liberal Democrat,Wells,http://www.theyworkforyou.com/mp/24942/tessa_munt/wells
Individual,UK,http://www.theyworkforyou.com,PEP,Conor,Murphy,Sinn Fein,Newry and Armagh,http://www.theyworkforyou.com/mp/11734/conor_murphy/newry_and_armagh
Individual,UK,http://www.theyworkforyou.com,PEP,Jim,Murphy,Labour,East Renfrewshire,http://www.theyworkforyou.com/mp/10453/jim_murphy/east_renfrewshire
Individual,UK,http://www.theyworkforyou.com,PEP,Paul,Murphy,Labour,Torfaen,http://www.theyworkforyou.com/mp/10454/paul_murphy/torfaen
Individual,UK,http://www.theyworkforyou.com,PEP,Ian,Murray,Labour,Edinburgh South,http://www.theyworkforyou.com/mp/24872/ian_murray/edinburgh_south
Individual,UK,http://www.theyworkforyou.com,PEP,Sheryll,Murray,Conservative,South East Cornwall,http://www.theyworkforyou.com/mp/24875/sheryll_murray/south_east_cornwall
Individual,UK,http://www.theyworkforyou.com,PEP,Andrew,Murrison,Conservative,South West Wiltshire,http://www.theyworkforyou.com/mp/11132/andrew_murrison/south_west_wiltshire
Individual,UK,http://www.theyworkforyou.com,PEP,Lisa,Nandy,Labour,Wigan,http://www.theyworkforyou.com/mp/24831/lisa_nandy/wigan
Individual,UK,http://www.theyworkforyou.com,PEP,Pamela,Nash,Labour,Airdrie and Shotts,http://www.theyworkforyou.com/mp/24737/pamela_nash/airdrie_and_shotts
Individual,UK,http://www.theyworkforyou.com,PEP,Bob,Neill,Conservative,Bromley and Chislehurst,http://www.theyworkforyou.com/mp/13736/bob_neill/bromley_and_chislehurst
Individual,UK,http://www.theyworkforyou.com,PEP,Brooks,Newmark,Conservative,Braintree,http://www.theyworkforyou.com/mp/11443/brooks_newmark/braintree
